niche,company_name,website,city,state,country,industry,primary_contact,primary_contact_title,est_team_size,notable_project_or_specialty,fit_score,fit_rationale,instagram,email,source
interior_design,Niche Interiors,https://www.nicheinteriors.com/,San Francisco,CA,US,interior_design,Jennifer Jones,Principal Designer (LEED AP),5-15,Sustainable high-end residential since 2007 (woman-owned),4,"Sustainability niche = differentiated story for an agency build",@niche_interiors,,websearch_2026_05
interior_design,Form + Field,https://formandfield.com/,San Francisco,CA,US,interior_design,,Founder,2-8,Empathetic creatively integrated residential,5,"Boutique scale + brand voice",@formandfield,contact_form_only,websearch_2026_05
interior_design,Lane McNab Interiors,https://www.lanemcnab.com/,Berkeley,CA,US,interior_design,Lane McNab,Founder & Principal,2-8,Historical architecture + modern luxury,4,"Solo principal + Bay Area East Bay reach",@lanemcnabinteriors,,websearch_2026_05
interior_design,Julie Rootes Interiors,https://www.julierootes.com/,Corte Madera / San Francisco,CA,US,interior_design,Julie Rootes,Founder & Owner,3-10,Bay Area + Hawaii residences (founded 2011),5,"Founder-led + national reach + AD/Elle Decor featured",@julierootesinteriors,info@julierootes.com,websearch_2026_05
interior_design,JOLIE ID,https://jolieid.com/,Chicago,IL,US,interior_design,Joanna Roumanis,Founder,5-12,Luxury fashion-meets-interiors residential + commercial since 2011,4,"Boutique luxury founder-led 13 yrs; X handle @jolie_id (IG TBD)",to_enrich,,websearch_2026_05
interior_design,Kara Mann Design,https://www.karamann.com/,Chicago,IL,US,interior_design,Kara Mann,Founder & Creative Director,10-25,Classic + contemporary luxury (Chicago/LA/NYC); product lines with CB2/Baker,4,"High-profile name; multi-office; product-brand extensions",@karamanndesign,,websearch_2026_05
interior_design,Adina Hall Design,https://www.adinahall.com/,Chicago,IL,US,interior_design,Adina Hall,Founder & Principal (AIA),3-10,Soulful full-service renovations + commercial,5,"Licensed architect-led; 18 yrs experience; national reach",@adinahalldesign,contact_form_only,websearch_2026_05
interior_design,Kuchar,https://www.kucharstudio.com/,Chicago,IL,US,interior_design,Sarah Kuchar-Parkinson,Founder,5-15,Concept-to-completion commercial + residential + hospitality since 2016,4,"Multi-vertical = many platform features apply; woman-owned; 16K IG",@kuchar_studio,,websearch_2026_05
interior_design,Tiffany Brooks Interiors,https://www.tiffanybrooksinteriors.com/,Chicago,IL,US,interior_design,Tiffany Brooks,Founder,5-15,Personalized luxury residential,4,"Named-founder firm + luxury focus",@tiffanybrooksinteriors,,websearch_2026_05
interior_design,Mia Rao Design,https://www.miaraodesign.com/,Chicago,IL,US,interior_design,Mia Rao,Founder,2-8,Boutique residential + commercial (W Fulton St studio),4,"Solo-founder boutique; Best of Houzz 2013-17",@miaraodesign,info@miaraodesign.com,websearch_2026_05
interior_design,North Shore Nest,https://www.northshorenest.com/,Glenview / North Shore,IL,US,interior_design,Melinda Cahill & Suzanne Glavin,Co-Founders,3-8,Family + waterfront residential (Lake Geneva/Chicago/Wisconsin),4,"Two-founder female-owned boutique; clear niche",@northshorenest,,websearch_2026_05
interior_design,Lark Interiors,https://www.larkinteriorstx.com/,Dallas,TX,US,interior_design,Janelle,Principal,3-10,Livable luxury new construction + renovations,5,"Mid-boutique + design-build orientation",@lark.interiors,janelle@larkinteriorstx.com,websearch_2026_05
interior_design,Paige Studio,https://www.paige-studio.com/,Dallas,TX,US,interior_design,Paige,Founder,2-8,Custom new homes + renovations,5,"Boutique scale + custom-home focus",@paigestudiotx,contact_form_only,websearch_2026_05
interior_design,Urbanology Designs,https://www.urbanologydesigns.com/,Dallas,TX,US,interior_design,Ginger Curtis,Founder,5-15,Scandinavian-inspired bespoke residential,4,"Founder-led + distinctive aesthetic",@urbanologydesigns,,websearch_2026_05
interior_design,Traci Connell Interiors,https://traciconnellinteriors.com/,Dallas,TX,US,interior_design,Traci Connell,Founder,5-15,Award-winning national-published luxury 20+ yrs,4,"Established + national reach",@traciconnellinteriors,,websearch_2026_05
interior_design,S.B. Long Interiors,https://www.sblonginteriors.com/,Dallas,TX,US,interior_design,Susan Bednar Long,Founder & Principal,3-10,Award-winning boutique national/abroad,5,"Boutique + named-principal + national clients",@sblonginteriors,info@sblonginteriors.com,websearch_2026_05
interior_design,Studio White Interiors,https://www.studiowhiteinteriors.com/,Dallas,TX,US,interior_design,,Founder,3-8,Livable approachable timeless,4,"Mid-boutique with clear voice",@studiowhiteinteriors,,websearch_2026_05
interior_design,Heather Scott Home & Design,https://www.heatherscotthome.com/,Austin,TX,US,interior_design,Heather Harkovich,Founder,8-20,Classic chic serene residential + retail boutique since 2006,4,"Adds retail = uses store features too",@heatherscotthome,,websearch_2026_05
interior_design,GREER,https://greerinteriordesign.com/,Austin,TX,US,interior_design,,Founder,3-10,Architectural holistic timeless,5,"Architectural rigor + boutique = strong fit",@greerinteriordesign,contact_form_only,websearch_2026_05
interior_design,Cravotta Interiors,https://www.cravottainteriors.com/,Austin,TX,US,interior_design,Mark Cravotta,Founder,5-15,High-end residential + boutique commercial since 1996 (national reach),4,"Established + design-build hybrid",@cravottainteriors,,websearch_2026_05
interior_design,Etch Design Group,https://etchinteriordesign.com/,Austin,TX,US,interior_design,,Founder,3-10,High-end residential + commercial,4,"Full-service mid-boutique",@etchdesigngroup,,websearch_2026_05
interior_design,Evensen Design,https://evensendesign.com/,Austin,TX,US,interior_design,Erica Volkmer (Evensen),Founder & Principal,3-8,Renovations + new construction throughout TX,5,"Founder-led + Best of Houzz 2016; Texas-wide",@evensendesign,interiors@evensendesign.com,websearch_2026_05
interior_design,Wendi Gee Interiors,https://wendigee.com/,Austin,TX,US,interior_design,Wendi Gee,Founder,1-3,Residential,4,"Solo studio",@wendigeeinteriors,,websearch_2026_05
interior_design,JL Design,https://jldesignnashville.com/,Nashville,TN,US,interior_design,Jessica Davis,Founder,3-10,Full-service residential + small commercial since 2005,4,"Watkins-trained founder; 18+ yrs experience",@jldesigntn,,websearch_2026_05
interior_design,Parkes & Lamb Interiors,https://www.parkesandlamb.com/,Nashville,TN,US,interior_design,Blair Parkes & Susan Lamb,Co-Founders,3-8,Refined renovations + new construction across Southeast,5,"Two-founder boutique + clear brand",@parkesandlambinteriors,contact_form_only,websearch_2026_05
interior_design,Natalie Hager Interiors,https://nataliehagerinteriors.com/,Nashville,TN,US,interior_design,Natalie Hager,Founder,2-5,Residential boutique since 2009 (Vanderbilt + Parsons grad),5,"Named-founder + national press (WSJ/Luxe) + Property Brothers collab",@nataliehagerinteriors,marketing@nataliehagerinteriors.com,websearch_2026_05
interior_design,Marcelle Guilbeau Interior Design,https://www.marcelleguilbeau.com/,Nashville,TN,US,interior_design,Marcelle Guilbeau,Founder,3-8,Custom residential + furnishings (studioGUILBEAU),5,"12x Best of Houzz; full interior-architecture + design",@marcelleguilbeauinteriordesign,contact_form_only,websearch_2026_05
interior_design,Emily Roose Interiors,https://www.emilyrooseinteriors.com/,Nashville,TN,US,interior_design,Emily Roose,Founder,1-5,Premier residential + e-design + staging,4,"Mixed service model (e-design = SaaS-curious already)",@erooseinteriors,,websearch_2026_05
interior_design,B Cortopassi Design,https://www.bcortopassi.com/,Charleston,SC,US,interior_design,Beth Cortopassi,Founder,2-5,Full-scale new construction + renovation + turnkey,5,"Boutique full-lifecycle = portal sweet spot",@bcortopassidesign,beth@bcortopassi.com,websearch_2026_05
interior_design,Cortney Bishop Design,https://cortneybishop.com/,Charleston,SC,US,interior_design,Cortney Bishop,Founder,5-15,Custom residential builds + architect collaborations,5,"Named-founder + design-build collaboration model",@cortneybishopdesign,info@cortneybishop.com,websearch_2026_05
interior_design,MB WITHIN,https://www.mbwithin.com/,Charleston,SC,US,interior_design,Mollie Bean,Founder,2-8,Award-winning residential + hospitality + commercial,5,"Award-winning + multi-vertical boutique",@mbwithin,info@mbwithin.com,websearch_2026_05
interior_design,Lauren Waldorf Interiors,https://www.laurenwaldorf.com/,North Charleston,SC,US,interior_design,Lauren Waldorf Mendenhall,Founder,2-5,Luxury new builds + renovations + Shop Domestics retail,5,"Founder-led + has retail brand (Shop Domestics) = e-comm fit too",@laurenwaldorfinteriors,hello@laurenwaldorf.com,websearch_2026_05
interior_design,CHD Interiors,https://www.chdinteriors.com/,Charleston,SC,US,interior_design,,Principals,5-15,Personalized full-team residential,4,"Mid-boutique team-based",@chd_interiors,,websearch_2026_05
interior_design,Elizabeth Stuart Design,https://elizabethstuart.com/,Charleston,SC,US,interior_design,Elizabeth Stuart,Founder,2-8,Residential + Shop Elizabeth Stuart retail,4,"Named-founder boutique + retail",@shopelizabethstuart,,websearch_2026_05
interior_design,Nishi Design + Studio,https://www.nishidesignstudio.com/,Atlanta,GA,US,interior_design,,Founder,3-10,Luxury residential + boutique hospitality,4,"Custom-design hospitality + residential = pitch deck heavy",@nishidesignstudio,,websearch_2026_05
interior_design,TSD Studio,https://tsdatlanta.com/,Atlanta + Sarasota,GA,US,interior_design,,Founder,5-15,Luxury residential storytelling (two-office),4,"Two-office boutique + national clients",@tsd_studio_design,,websearch_2026_05
interior_design,Habachy Designs,https://www.habachydesigns.com/,Atlanta,GA,US,interior_design,Habachy,Founder & Principal,5-12,Atmospheric luxury commercial + residential,4,"Architecture + interiors hybrid",@habachydesigns,,websearch_2026_05
interior_design,Kristin Wadsworth Design,https://www.kristinwadsworth.com/,Atlanta,GA,US,interior_design,Kristin Wadsworth,Founder,2-5,Boutique luxury residential + hospitality + commercial (since 2017),5,"Solo founder-led; UGA grad; multi-market press",@kristinwadsworthdesign,contact_form_only,websearch_2026_05
interior_design,Sims Patrick Studio,https://simspatrickstudio.com/,Atlanta,GA,US,interior_design,,Founders,5-12,Boutique hospitality + residential,4,"Hospitality-experienced",@simspatrickstudio,,websearch_2026_05
interior_design,Studio B Designs,https://www.studiobdesigns.com/,Atlanta,GA,US,interior_design,Adam Maloney & Rachael Buffa,Co-Founders,5-12,Award-winning innovative residential (full renovations + custom kitchens/baths),4,"Two-founder; 20+ yrs experience; full design-build",@studiobdesigns_ga,rachael.studiob@gmail.com,websearch_2026_05
high_rise,R.E.M. Residential,https://remny.com/,New York,NY,US,property_management,,Executive Leadership,50-200,Luxury condos + co-ops citywide,4,"Established luxury PM; pitch as resident-experience layer on top of existing systems",,,websearch_2026_05
high_rise,Solstice Residential Group,https://solsticeus.com/,New York,NY,US,property_management,,Executive Leadership,50-200,Co-ops + condos + luxury rentals,4,"Multi-asset class luxury; same pitch as resident-experience layer",,,websearch_2026_05
high_rise,Habitat Management,https://www.habitat.nyc/,New York,NY,US,property_management,,Founders,10-50,Bespoke luxury residential five-boroughs,5,"Bespoke positioning aligns with our agency story",,,websearch_2026_05
high_rise,Camelot Realty Group,https://www.camelot.nyc/,New York,NY,US,property_management,,Founders,10-50,Boutique luxury 24/7 service,5,"Boutique scale = best agency-platform fit",,,websearch_2026_05
high_rise,Carlyle Property Management,https://www.carlylepropertymanagement.com/,New York,NY,US,property_management,Carlyle Family,Owners/Operators,50-150,Owner-operator Regency Towers + Carlton Towers,3,"Self-managed owner = lower agency need but possible white-label",,,websearch_2026_05
high_rise,Rose Associates,https://www.rosenyc.com/,New York,NY,US,luxury_rentals,Rose family,Executive Leadership,100+,Luxury multi-family rentals,3,"Large established firm; harder displacement",,,websearch_2026_05
high_rise,Related Group,https://www.relatedgroup.com/,Miami,FL,US,real_estate_development,Jorge Pérez,Founder & Chairman,200+,Anchor Miami luxury condo developer,3,"Too large; target one specific upcoming building rather than firm-wide",,,websearch_2026_05
high_rise,Property Markets Group (PMG),https://www.pmg.com/,Miami,FL,US,real_estate_development,,Principals,100+,Waldorf Astoria Residences Miami (FL's first supertall residential),3,"Mega-developer; pitch single building",,,websearch_2026_05
high_rise,JDS Development Group,https://www.jdsdevelopment.com/,Miami,FL,US,real_estate_development,Michael Stern,Founder,50-150,Mercedes-Benz Places Brickell,3,"Branded-residence developer; pitch resident-app layer",,,websearch_2026_05
high_rise,Terra Group,https://www.terragroup.com/,Miami,FL,US,real_estate_development,Pedro Martin / David Martin,Founders,100-300,Grove at Grand Bay / Park Grove / Mr. C Residences,4,"Design-forward developer = aesthetic match",@terragroupmiami,,websearch_2026_05
high_rise,Two Roads Development,https://tworoadsre.com/,Miami,FL,US,real_estate_development,Reid Boren / Taylor Collins,Co-founders,20-50,Boutique luxury condominium developer,5,"Boutique scale = closest agency-platform fit in Miami dev",,,websearch_2026_05
high_rise,Campbell Property Management,https://www.campbellpropertymanagement.com/,Miami,FL,US,property_management,Campbell family,Executive Leadership,200+,70+ years South FL high-rise condos including Brickell,4,"Specialist in high-rise; pitch white-label resident portal",,,websearch_2026_05
high_rise,FirstService Residential Florida,https://www.fsresidential.com/florida/,Miami,FL,US,property_management,,Regional Leadership,1000+,Brickell high-rises + Buckhead Grand + Park Regency + Ovation,2,"National giant; only pitchable via specific building boards",,,websearch_2026_05
high_rise,Giarratana Development,https://www.giarratana.com/,Nashville,TN,US,real_estate_development,Tony Giarratana,Founder,20-50,505 Nashville + Paramount + Viridian + Encore,5,"Most prolific Nashville high-rise developer; founder-led + boutique team",,,websearch_2026_05
high_rise,Tidal Real Estate Partners,https://tidalrep.com/,New York (Nashville projects),NY,US,real_estate_development,Mick Walsdorf / Ken Copeland,Principals,10-30,$400M Nashville EDITION (28-story Gulch) with Marriott + Left Lane,5,"Boutique developer + branded-residence project = resident-experience-layer pitch",,,websearch_2026_05
high_rise,Hensler Development Group,http://twelvetwelve.com/developer/,Nashville,TN,US,real_estate_development,Ray Hensler,Founder,10-30,Twelve|Twelve (23-story Gulch luxury condos) + Peabody Union,5,"Boutique developer; named-founder; NAHB award winner",,,websearch_2026_05
high_rise,Northland Living (Northland Properties),https://www.northland.ca/,Vancouver / Austin / Dallas,BC,CA,real_estate_development,,Executive Leadership,100+,Luminary Austin (35-story) + Dallas Victory Park,3,"Cross-border; pitch single building",,,websearch_2026_05
high_rise,Urbanspace,https://www.urbanspacerealtors.com/,Austin,TX,US,real_estate_development,,Founders,20-50,The Modern Austin Residences (56-story),4,"Downtown Austin specialist; boutique-leaning developer",,,websearch_2026_05
high_rise,Crown Group USA,https://www.crowngroup.com.au/,Los Angeles,CA,US,real_estate_development,,Executive Leadership,100+,$500M debut US mixed-use downtown LA tower,4,"New to US market = open to differentiated tech partners",,,websearch_2026_05
high_rise,Jay Paul Company,https://www.jaypaul.com/,San Francisco,CA,US,real_estate_development,Jay Paul,Founder,50-150,181 Fremont (70-story),3,"Mega-developer; target single asset",,,websearch_2026_05
high_rise,Tishman Speyer,https://www.tishmanspeyer.com/,New York / SF / multi,NY,US,real_estate_development,Speyer family,Chairs,1000+,Lumina SF + many globally,2,"Way too large; ignore unless one specific building",,,websearch_2026_05
high_rise,FirstService Residential Georgia,https://www.fsresidential.com/georgia/,Atlanta,GA,US,property_management,,Regional Leadership,1000+,Buckhead Grand + Park Regency + Ovation + Paramount Buckhead,2,"National PM giant; only pitchable building-by-building",,,websearch_2026_05
